Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18
sp|Q96AY4|TTC28_HUMAN	Q96AY4	TTC28_HUMAN	TTC28	2481	Homo sapiens	Tetratricopeptide repeat protein 28	1:Experimental evidence at protein level	3.83	1.0000	0.9990	7	7	7	8	8	8	8363673	8363673	8363673	13K(304.2071), 17K(304.2071), 21K(304.2071), 3M(15.9949), 5M(15.9949), 8K(304.2071), 8M(15.9949), N-term(304.2071)			177293.4355	172613.7129	232759.1719	207727.6973	202899.4629	189826.6211	209441.7422	219678.3496	184474.7090	213884.6133	218538.7051	261326.4844	194995.6348	222902.6016	200340.7266	106599.3174	108813.2617	102799.4482
sp|Q96B02|UBE2W_HUMAN	Q96B02	UBE2W_HUMAN	UBE2W	151	Homo sapiens	Ubiquitin-conjugating enzyme E2 W	1:Experimental evidence at protein level	18.54	1.0000	0.9990	2	2	2	4	4	4	5948416	5948416	5948416	13M(15.9949), 18K(304.2071), N-term(304.2071)			118886.8320	111315.2930	152572.0605	137939.2754	139882.4219	138593.3184	142113.1309	147234.2754	133383.7461	138555.9102	141903.2012	173297.3711	134445.1582	139159.8809	129377.1270	101755.7305	83059.9180	92686.8047
sp|Q96B23|CR025_HUMAN	Q96B23	CR025_HUMAN	C18orf25	404	Homo sapiens	Uncharacterized protein C18orf25	1:Experimental evidence at protein level	20.79	1.0000	0.9990	7	7	7	14	14	14	88233524	88233524	88233524	11K(304.2071), 12M(15.9949), 14C(57.0214), 14K(304.2071), 15K(304.2071), 17M(15.9949), 22K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)			1192656.9473	1125864.5879	1464286.6426	1227186.8340	1251752.5293	1197258.3145	1462046.1504	1377123.7402	1190935.1250	1393265.9453	1580467.0488	1794880.6602	1391052.3008	1522412.2578	1447047.1211	808197.8633	683985.2432	766074.0312
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	Exosome complex component RRP43	1:Experimental evidence at protein level	22.46	1.0000	0.9990	5	5	5	7	7	7	104902119	104902119	104902119	11K(304.2071), 13C(57.0214), 19K(304.2071), 4C(57.0214), 5M(15.9949), 8C(57.0214), N-term(304.2071)			1027882.4414	966308.3223	1300626.7891	1146165.8066	1179703.1289	1127495.6797	1175658.6836	1160872.0039	1000487.9297	1194533.9648	1241181.8789	1477542.9492	1169036.6680	1253842.0391	1168059.1328	666468.0996	617277.8398	658161.5645
sp|Q96B36|AKTS1_HUMAN	Q96B36	AKTS1_HUMAN	AKT1S1	256	Homo sapiens	Proline-rich AKT1 substrate 1	1:Experimental evidence at protein level	21.88	1.0000	0.9990	5	5	5	5	5	5	33358173	33358173	33358173	N-term(304.2071)			773626.4277	681081.0840	904819.8379	844794.6211	857197.2793	848593.3418	892296.6797	907975.0156	793218.7305	899058.1582	917513.9229	1087163.8047	888060.6035	1029412.2090	973509.6113	751680.7227	683295.4375	751430.3477
sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	Homo sapiens	Mitochondrial import receptor subunit TOM6 homolog	1:Experimental evidence at protein level	18.92	1.0000	0.9990	1	1	1	4	4	4	19546785	19546785	19546785	8M(15.9949), N-term(304.2071)			226834.7305	196528.2422	264337.7695	243558.6523	246270.9297	238885.8633	265103.2188	269182.4766	205393.9805	251665.9609	288767.3281	325557.8203	258203.0195	274034.4531	271074.9844	156793.4805	133541.4785	140410.0762
sp|Q96BD5|PF21A_HUMAN	Q96BD5	PF21A_HUMAN	PHF21A	680	Homo sapiens	PHD finger protein 21A	1:Experimental evidence at protein level	22.50	1.0000	0.9990	12	12	12	15	15	15	430504852	430504852	430504852	10M(15.9949), 11K(304.2071), 15K(304.2071), 17K(304.2071), 19K(304.2071), 27K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			1434299.6729	1276045.6123	1755248.8105	1569297.1016	1619683.0645	1601750.9941	1682044.4590	1709798.5371	1484766.1465	1686525.4961	1878526.0293	2228023.6621	1696965.8984	1927659.7559	1799971.3418	1125665.2832	998385.3193	1037054.4961
sp|Q96BH1|RNF25_HUMAN	Q96BH1	RNF25_HUMAN	RNF25	459	Homo sapiens	E3 ubiquitin-protein ligase RNF25	1:Experimental evidence at protein level	8.93	1.0000	0.9990	3	3	3	6	6	6	24869429	24869429	24869429	11K(304.2071), 9M(15.9949), N-term(304.2071)			581606.4258	581028.0215	770703.2051	677823.8145	735069.9512	664789.8320	735392.2070	748752.0176	621725.5938	726449.6094	822277.6328	1001581.6797	755707.4707	844343.4648	774058.5859	586605.1445	524037.4160	528098.6445
sp|Q96BJ3|AIDA_HUMAN	Q96BJ3	AIDA_HUMAN	AIDA	306	Homo sapiens	Axin interactor, dorsalization-associated protein	1:Experimental evidence at protein level	32.35	1.0000	0.9990	10	10	10	17	17	17	19357889	19357889	19357889	14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 19K(304.2071), 1K(304.2071), 4C(57.0214), 5C(57.0214), 7K(304.2071), N-term(304.2071)			842602.0527	760926.2891	1042486.3223	925844.2461	933058.4824	912736.8281	1001750.0059	984433.2891	847914.8945	1115436.4902	1201648.2871	1416481.9980	1128879.2832	1285683.7441	1211028.1289	717610.7090	655581.7783	688541.3809
sp|Q96BJ8|ELMO3_HUMAN	Q96BJ8	ELMO3_HUMAN	ELMO3	720	Homo sapiens	Engulfment and cell motility protein 3	1:Experimental evidence at protein level	4.17	1.0000	0.9990	3	3	3	3	3	3	9904968	9904968	9904968	N-term(304.2071)			385508.2305	370799.7734	486114.6719	455735.6484	432536.7852	405069.3281	477577.3203	483094.9531	394526.7148	534079.9297	586933.6328	686237.1719	482259.9922	542840.1562	505513.9375	360388.1055	320367.4023	339976.2656
sp|Q96BN2|TADA1_HUMAN	Q96BN2	TADA1_HUMAN	TADA1	335	Homo sapiens	Transcriptional adapter 1	1:Experimental evidence at protein level	17.91	1.0000	0.9990	5	5	5	5	5	5	43478682	43478682	43478682	11K(304.2071), 16K(304.2071), N-term(304.2071)			473812.9453	424066.1113	583317.8145	555032.0664	539214.8066	529684.0195	559179.9492	567677.7793	485846.0527	608417.3477	614143.0430	760555.7773	633643.4102	720213.6133	661316.2891	540811.5215	489008.3633	516362.1875
sp|Q96BN8|OTUL_HUMAN	Q96BN8	OTUL_HUMAN	OTULIN	352	Homo sapiens	Ubiquitin thioesterase otulin	1:Experimental evidence at protein level	11.65	1.0000	0.9975	6	6	6	6	6	6	22821458	22821458	22821458	10K(304.2071), 5C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			221647.1406	225214.4844	296474.9805	257309.4453	261481.2031	249855.8711	279916.4023	280954.4453	251838.3906	292572.4531	317625.0508	377669.2109	313867.1562	345154.0000	310920.6094	270792.1602	233587.2539	239624.0859
sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	Homo sapiens	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	1:Experimental evidence at protein level	30.50	1.0000	0.9990	20	20	20	29	29	29	450899744	450899744	450899744	10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 16K(304.2071), 1K(304.2071), 22K(304.2071), 2M(15.9949), 3K(304.2071), 4M(15.9949), 6C(57.0214), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			6385701.2422	6151239.2559	8098769.1621	7444376.4785	7290434.3047	7285664.5039	7711769.9258	7557476.2578	6610586.1992	8265187.7969	8782095.8203	10708451.1680	6969525.9121	8057292.6309	7338163.9531	3805982.0254	3445461.1084	3669197.3438
sp|Q96BQ5|CC127_HUMAN	Q96BQ5	CC127_HUMAN	CCDC127	260	Homo sapiens	Coiled-coil domain-containing protein 127	1:Experimental evidence at protein level	10.00	1.0000	0.9990	2	2	2	3	3	3	4538064	4538064	4538064	11K(304.2071), N-term(304.2071)			268094.8516	281423.6094	339150.2422	308142.6797	313430.9844	317015.8984	346128.3672	338527.0781	292664.3359	374440.2109	410024.8125	482763.4141	357764.5234	384026.1484	376744.2422	193588.9414	173367.7031	181924.8594
sp|Q96BR1|SGK3_HUMAN	Q96BR1	SGK3_HUMAN	SGK3	496	Homo sapiens	Serine/threonine-protein kinase Sgk3	1:Experimental evidence at protein level	9.68	1.0000	0.9990	5	5	5	5	5	5	14882940	14882940	14882940	1K(304.2071), 3C(57.0214), 5M(15.9949), 8K(304.2071), N-term(304.2071)			316525.2461	310081.1738	406330.3906	392791.7031	386047.9961	376878.1270	395789.2461	386921.0664	340899.3691	478864.5352	487410.0039	595920.0469	476648.6875	537072.5078	499474.8008	356020.9102	322199.4219	341275.8984
sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	Homo sapiens	Cytochrome c oxidase assembly factor 7	1:Experimental evidence at protein level	12.12	1.0000	0.9990	3	3	3	7	7	7	89862850	89862850	89862850	11K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2622951.7891	2562870.9688	3240718.1406	3011413.0078	2730889.8516	2788580.3438	3021320.5312	3011408.7500	2535963.2109	3343496.6250	3393215.3125	4253559.0156	2881546.0156	3318940.4375	2963645.0312	787534.7949	723662.9805	792128.1660
sp|Q96BS2|CHP3_HUMAN	Q96BS2	CHP3_HUMAN	TESC	214	Homo sapiens	Calcineurin B homologous protein 3	1:Experimental evidence at protein level	25.70	1.0000	0.9990	5	5	5	5	5	5	14060309	14060309	14060309	10K(304.2071), 15K(304.2071), N-term(304.2071)			418638.3066	391851.4648	540282.9648	503272.4492	510176.4922	501872.3359	524095.4883	496884.1797	450297.9375	444355.7695	522196.8125	623423.0703	491611.2617	584180.9297	549950.8047	784045.8477	730461.6797	744537.7031
sp|Q96BW1|UPP_HUMAN	Q96BW1	UPP_HUMAN	UPRT	309	Homo sapiens	Uracil phosphoribosyltransferase homolog	1:Experimental evidence at protein level	13.59	1.0000	0.9990	4	4	4	5	5	5	6397670	6397670	6397670	13K(304.2071), N-term(304.2071)			353830.9258	336404.2422	434985.5430	417821.4570	409749.1758	417880.3359	447359.5781	448950.6719	370565.9375	410285.0352	450963.3867	534989.8633	397303.7773	451899.6758	422066.2422	347866.8047	305932.2305	317477.6914
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens	Phosphotriesterase-related protein	1:Experimental evidence at protein level	9.46	1.0000	0.9990	4	4	4	5	5	5	17529988	17529988	17529988	11K(304.2071), 7K(304.2071), N-term(304.2071)			490293.7500	459604.0078	678125.9766	661427.2656	682279.5469	652022.4453	657402.5312	622758.5781	548621.8203	504629.7188	558386.2891	644221.3438	506107.8281	537438.5781	481057.4766	486787.1406	473038.5469	442547.3516
sp|Q96BX8|MOB3A_HUMAN	Q96BX8	MOB3A_HUMAN	MOB3A	217	Homo sapiens	MOB kinase activator 3A	1:Experimental evidence at protein level	20.28	1.0000	0.9990	4	3	4	7	6	7	59121016	50204090	59121016	13C(57.0214), 15K(304.2071), 1K(304.2071), 4M(15.9949), N-term(304.2071)			1883581.5801	1749538.7852	2268880.0195	2207068.9863	2142717.5977	2186874.7773	2201222.1309	2178136.8652	1917936.8848	2143762.0781	2271465.8906	2709842.1250	1952979.4375	2176515.5234	2040296.9414	1505981.0605	1388806.5801	1354549.1816
sp|Q96BY7|ATG2B_HUMAN	Q96BY7	ATG2B_HUMAN	ATG2B	2078	Homo sapiens	Autophagy-related protein 2 homolog B	1:Experimental evidence at protein level	11.36	1.0000	0.9990	20	19	20	25	24	25	97795723	97795723	97795723	11M(15.9949), 15K(304.2071), 20K(304.2071), 4M(15.9949), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)			1546019.0176	1384858.3652	1870993.1934	1771053.5059	1809754.0938	1753063.8535	1860462.4062	1836009.2109	1615108.4355	2159481.4258	2318209.3555	2732358.0039	2033726.1660	2327503.9336	2157500.5273	1518663.4922	1350300.2012	1496403.0469
sp|Q96BY9|SARAF_HUMAN	Q96BY9	SARAF_HUMAN	SARAF	339	Homo sapiens	Store-operated calcium entry-associated regulatory factor	1:Experimental evidence at protein level	7.37	1.0000	0.9990	3	3	3	4	4	4	17210345	17210345	17210345	8K(304.2071), N-term(304.2071)			402873.5586	385615.6055	486248.9219	512731.4062	469514.0117	475286.6328	458164.5977	451911.9375	377961.5156	395039.3672	438416.4961	497711.2852	362605.7383	399790.7891	373223.8594	414753.6875	386936.8242	406328.8320
sp|Q96BZ8|LENG1_HUMAN	Q96BZ8	LENG1_HUMAN	LENG1	264	Homo sapiens	Leukocyte receptor cluster member 1	1:Experimental evidence at protein level	12.88	1.0000	0.9988	4	4	4	4	4	4	114952118	114952118	114952118	N-term(304.2071)			359310.6660	358332.9512	465451.4316	444421.9121	435017.1836	423739.3164	445558.9766	433399.9824	357884.1816	408740.6914	464097.0000	539764.5781	384497.2227	427102.1855	365485.8574	183090.8320	152566.5381	174165.4258
sp|Q96BZ9|TBC20_HUMAN	Q96BZ9	TBC20_HUMAN	TBC1D20	403	Homo sapiens	TBC1 domain family member 20	1:Experimental evidence at protein level	14.39	1.0000	0.9990	5	5	5	5	5	5	5791885	5791885	5791885	11K(304.2071), 3M(15.9949), 7M(15.9949), 8K(304.2071), N-term(304.2071)			488027.6016	412616.9492	574495.3594	517943.5039	531942.9766	521632.4727	549426.1523	556478.7617	498009.4453	613734.9453	663680.4492	769810.5391	597326.8281	658842.8477	596898.3711	418443.6230	387395.0293	403128.5703
sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	Homo sapiens	Protein FAM136A	1:Experimental evidence at protein level	21.01	1.0000	0.9990	3	3	3	5	5	5	46105542	46105542	46105542	12M(15.9949), 14K(304.2071), 1C(57.0214), 3M(15.9949), 5C(57.0214), 6M(15.9949), 8K(304.2071), N-term(304.2071)			1216419.8281	1196686.4102	1700699.4766	1446970.8828	1274320.7578	1278752.6172	1303529.6250	1323370.0547	1162685.5898	1407243.0742	1430660.0703	1837972.6484	1474697.7734	1635369.3984	1450178.7500	557126.9180	559681.3008	619930.5410
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	EF-hand domain-containing protein D2	1:Experimental evidence at protein level	22.08	1.0000	0.9990	6	4	6	11	5	11	115524464	82055478	115524464	10K(304.2071), 11K(304.2071), 7K(304.2071), 7M(15.9949), N-term(304.2071)			2143248.8047	2018718.0156	2656994.1406	2439309.7344	2407591.0391	2350360.8438	2616578.1484	2536279.8438	2158191.7812	2972948.9219	3226549.8594	3852471.1016	3212861.8750	3335731.3672	3045193.5391	2952279.7344	2702240.8750	2826778.6953
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	Pyrroline-5-carboxylate reductase 2	1:Experimental evidence at protein level	36.56	1.0000	0.9990	10	9	9	22	19	19	156639010	125037680	156639010	10K(304.2071), 12K(304.2071), 17K(304.2071), 18K(304.2071), 1K(304.2071), 2K(304.2071), 2M(15.9949), 3M(15.9949), 4C(57.0214), 5M(15.9949), 6C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)			2304330.1602	2166406.2676	2809402.2031	2590907.1621	2595573.5762	2472246.2637	2625399.5625	2699779.2383	2263819.6914	2856838.9219	3045863.0957	3493254.6250	2648984.8945	2926915.9336	2750908.5684	1333262.0156	1254986.1895	1238230.2871
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	m7GpppX diphosphatase	1:Experimental evidence at protein level	8.31	1.0000	0.9990	3	3	3	6	6	6	412824657	412824657	412824657	10K(304.2071), N-term(304.2071)			996358.0625	889862.3047	1170248.8281	1073045.0234	1102253.8359	1045354.5508	1151381.4062	1145124.8477	957418.8672	1200819.4844	1294279.9766	1509219.3281	1244858.5859	1350748.9375	1272484.9531	685578.0703	614930.0742	591238.7422
sp|Q96CB8|INT12_HUMAN	Q96CB8	INT12_HUMAN	INTS12	462	Homo sapiens	Integrator complex subunit 12	1:Experimental evidence at protein level	19.91	1.0000	0.9990	8	8	8	17	17	17	69888350	69888350	69888350	10K(304.2071), 11K(304.2071), 12M(15.9949), 13K(304.2071), 2K(304.2071), 35K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			1771847.6992	1685551.3047	2210497.5625	1989392.3008	1991083.5234	2004094.8281	2109715.5625	2139666.7734	1805287.3672	2186889.4727	2267654.8984	2707743.0625	2048592.1914	2366368.2109	2186475.3047	1433540.2539	1233486.2383	1329782.2578
sp|Q96CF2|CHM4C_HUMAN	Q96CF2	CHM4C_HUMAN	CHMP4C	233	Homo sapiens	Charged multivesicular body protein 4c	1:Experimental evidence at protein level	16.31	1.0000	0.9990	4	3	3	6	5	5	326004560	220300758	326004560	1K(304.2071), 2M(15.9949), 7K(304.2071), N-term(304.2071)			2872907.1055	2750714.2285	3535384.5742	3513458.0137	3382838.7012	3335599.0469	3454896.4336	3631836.3340	3000136.0830	3325584.5195	3461379.2559	4276360.3809	2964501.0742	3477945.3574	3147129.2363	1651087.8340	1458644.7031	1593958.8818
sp|Q96CM3|RUSD4_HUMAN	Q96CM3	RUSD4_HUMAN	RPUSD4	377	Homo sapiens	Mitochondrial RNA pseudouridine synthase RPUSD4	1:Experimental evidence at protein level	9.28	1.0000	0.9990	3	3	3	4	4	4	10712738	10712738	10712738	16K(304.2071), 2M(15.9949), 8K(304.2071), 9C(57.0214), N-term(304.2071)			126247.5898	120861.9277	153767.8281	146991.9727	139721.2734	139382.9258	157710.4375	164215.9023	152558.9531	156143.6445	170529.9922	201464.8242	157360.7617	174547.4570	157368.9062	84575.3496	75920.0742	78043.5312
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	Isochorismatase domain-containing protein 1	1:Experimental evidence at protein level	19.13	1.0000	0.9990	5	5	5	9	9	9	83482850	83482850	83482850	11K(304.2071), 11M(15.9949), 15K(304.2071), N-term(304.2071)			680007.6309	606751.9824	861956.2637	795721.3926	820524.1953	759979.6719	836616.3398	813422.9434	694418.6641	869147.2988	945318.7852	1067832.5273	875444.8984	986841.3496	883422.3809	985190.6191	918269.9834	946147.7734
sp|Q96CN9|GCC1_HUMAN	Q96CN9	GCC1_HUMAN	GCC1	775	Homo sapiens	GRIP and coiled-coil domain-containing protein 1	1:Experimental evidence at protein level	27.48	1.0000	0.9990	20	20	20	22	22	22	77461068	77461068	77461068	10K(304.2071), 11K(304.2071), 11M(15.9949), 13K(304.2071), 17K(304.2071), 1C(57.0214), 1K(304.2071), 25K(304.2071), 2C(57.0214), 2K(304.2071), 3K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3007146.1426	2972155.5273	3700895.0020	3572647.8438	3373417.2012	3389725.5273	3676794.0234	3720780.6133	3170023.2539	3833548.8438	4321633.0781	5066728.2812	3844808.7383	4345537.6660	4067959.0781	2673772.5566	2369535.4375	2469135.5215
sp|Q96CS2|HAUS1_HUMAN	Q96CS2	HAUS1_HUMAN	HAUS1	278	Homo sapiens	HAUS augmin-like complex subunit 1	1:Experimental evidence at protein level	10.07	1.0000	0.9988	3	3	3	3	3	3	127712611	127712611	127712611	10K(304.2071), 9K(304.2071), N-term(304.2071)			1984834.8672	1892443.5391	2483528.0547	2329928.6250	2290510.8125	2279587.5156	2404272.8281	2412672.2422	2100313.5000	2473129.7812	2592525.3594	3152470.2500	2358761.1250	2567574.6875	2332307.7500	1166926.1719	1076458.5156	1079818.2148
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens	FAS-associated factor 2	1:Experimental evidence at protein level	18.43	1.0000	0.9990	11	11	11	25	25	25	331511788	331511788	331511788	10K(304.2071), 17K(304.2071), 18K(304.2071), 1K(304.2071), 2K(304.2071), 3C(57.0214), 4C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			4721915.9102	4092223.7881	5519842.6992	5263965.3125	5373662.6865	5006082.3965	5465469.1465	5406190.1738	4552594.1982	6345180.0566	6464072.6680	7460681.4805	5913331.7539	6881905.8027	6401348.0645	4625942.9668	4089927.6387	4516926.9102
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	Coiled-coil domain-containing protein 124	1:Experimental evidence at protein level	8.07	1.0000	0.9990	3	3	3	7	7	7	106137066	106137066	106137066	2K(304.2071), 6M(15.9949), 8M(15.9949), N-term(304.2071)			1433944.2451	1469628.1836	1722841.9316	1656634.1875	1736476.7988	1643950.8906	1694634.0215	1633908.5586	1429243.8066	1663370.7949	1856509.7793	2302866.4531	1637642.9746	1793942.8418	1651789.5898	1561711.9082	1423699.4570	1474963.8203
sp|Q96CV9|OPTN_HUMAN	Q96CV9	OPTN_HUMAN	OPTN	577	Homo sapiens	Optineurin	1:Experimental evidence at protein level	4.51	1.0000	0.9983	3	3	3	3	3	3	24044709	24044709	24044709	11K(304.2071), 6M(15.9949), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)			319568.5938	289371.7656	392004.0703	360018.2969	346360.6719	343408.5234	387235.5234	390234.1016	344004.2656	548581.4688	626171.7578	685448.7266	558454.7969	625933.8672	600979.4688	295000.8555	269833.1250	240614.8828
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	AP-2 complex subunit mu	1:Experimental evidence at protein level	37.24	1.0000	0.9990	18	18	18	40	40	40	766155280	766155280	766155280	10K(304.2071), 11K(304.2071), 13C(57.0214), 14C(57.0214), 15M(15.9949), 16K(304.2071), 17K(304.2071), 4K(304.2071), 6M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			12840649.9688	11903576.9648	15414765.7266	13952493.9570	14555845.3711	13910657.6562	15025371.7949	14896041.4980	12742110.5879	14946013.3613	15701402.4785	18738890.1680	14529725.9238	16309451.3789	15141971.2051	11559975.2402	10277400.7129	10542751.8223
sp|Q96CW5|GCP3_HUMAN	Q96CW5	GCP3_HUMAN	TUBGCP3	907	Homo sapiens	Gamma-tubulin complex component 3	1:Experimental evidence at protein level	14.00	1.0000	0.9990	12	12	12	17	17	17	66360340	66360340	66360340	14K(304.2071), 17K(304.2071), 1K(304.2071), 2C(57.0214), 3M(15.9949), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			1805118.8066	1774097.7754	2333853.2109	2107132.2148	2071492.8125	2086381.2773	2242414.5391	2248828.2930	1896423.6484	2303011.1914	2447251.4648	2996322.9531	2277110.3086	2554881.6953	2396152.5820	1639689.1230	1503044.3086	1633685.2031
sp|Q96CX2|KCD12_HUMAN	Q96CX2	KCD12_HUMAN	KCTD12	325	Homo sapiens	BTB/POZ domain-containing protein KCTD12	1:Experimental evidence at protein level	9.85	1.0000	0.9990	2	1	2	2	1	2	908308	908308	908308	N-term(304.2071)			16044.7783	14014.3877	22350.5605	19492.6211	19628.5820	18467.1660	21303.3145	21432.7695	16069.3857	24861.9355	24916.0371	30268.5371	23495.8711	26757.3203	26625.5098	49533.2617	43199.2227	48233.2031
sp|Q96D05|F241B_HUMAN	Q96D05	F241B_HUMAN	FAM241B	121	Homo sapiens	Uncharacterized protein FAM241B	1:Experimental evidence at protein level	21.49	1.0000	0.9990	2	2	2	2	2	2	4115621	4115621	4115621	N-term(304.2071)			35846.6094	26105.0254	44569.9336	48353.9883	50910.6055	48313.4453	42681.6836	40502.7969	37876.9766	50456.0938	46067.7148	56631.2812	45796.0898	50924.7188	43971.3984	34375.8047	39822.0234	36721.2109
sp|Q96D15|RCN3_HUMAN	Q96D15	RCN3_HUMAN	RCN3	328	Homo sapiens	Reticulocalbin-3	1:Experimental evidence at protein level	11.28	1.0000	0.9990	3	3	3	9	9	9	89502826	89502826	89502826	15M(15.9949), 9M(15.9949), N-term(304.2071)			590304.3535	559950.8496	682058.5918	759481.7637	673170.3633	815928.2070	695420.0625	745829.0508	601222.1660	565223.0020	678153.0254	787460.2246	548661.3027	584328.8359	520023.7793	449021.5205	405250.6572	422635.5488
